company_id,type,rule_id,text,confidence_pct
JSWSTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
KOTAKBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
KOTAKBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
KOTAKBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
KOTAKBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LICI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
LICI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LICI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
LODHA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LODHA,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LTIM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
LTIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LTIM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
LTIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
M&M,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
MARUTI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
MARUTI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
MOTHERSON,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
MOTHERSON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NAUKRI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NAUKRI,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
NESTLEIND,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NESTLEIND,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
NESTLEIND,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NTPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ONGC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
PFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PNB,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
PNB,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
POWERGRID,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
POWERGRID,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
POWERGRID,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
RECLTD,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RECLTD,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
RELIANCE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
RELIANCE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RELIANCE,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
RELIANCE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SBILIFE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SHREECEM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SHRIRAMFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SHRIRAMFIN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
SHRIRAMFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SIEMENS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SUNPHARMA,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SUNPHARMA,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
SUNPHARMA,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATACONSUM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATACONSUM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATACONSUM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATACONSUM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATACONSUM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATAMOTORS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
TATAMOTORS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAPOWER,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATAPOWER,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
TATASTEEL,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
TATASTEEL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATASTEEL,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
TATASTEEL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TCS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TECHM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TECHM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",80
TECHM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TITAN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TITAN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
TITAN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TITAN,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TITAN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TORNTPHARM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPHARM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TRENT,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TRENT,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TRENT,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
TRENT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TVSMOTOR,con,C1,Debt-to-equity ratio of 3.8x is elevated for a non-financial company and warrants monitoring,85
TVSMOTOR,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
ABB,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ADANIPORTS,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ADANIPOWER,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
APOLLOHOSP,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ASIANPAINT,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ATGL,pro,P_FB,Established market position as a Nifty 100 constituent,65
ATGL,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
BAJAJ-AUTO,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
BEL,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
BHEL,pro,P_FB,Established market position as a Nifty 100 constituent,65
BOSCHLTD,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
BPCL,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
BRITANNIA,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
CIPLA,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
COALINDIA,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
DMART,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
DRREDDY,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
GODREJCP,pro,P_FB,Established market position as a Nifty 100 constituent,65
HAVELLS,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
HCLTECH,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
HDFCLIFE,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
HINDALCO,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ICICIGI,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ICICIPRULI,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
INDIGO,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
INFY,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
IOC,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ITC,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
JINDALSTEL,pro,P_FB,Established market position as a Nifty 100 constituent,65
LICI,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
MARUTI,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
NESTLEIND,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
ONGC,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
PIDILITIND,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
POWERGRID,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
SBIN,pro,P_FB,Established market position as a Nifty 100 constituent,65
SBIN,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
SHREECEM,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
SIEMENS,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
SUNPHARMA,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
TATAMOTORS,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
TCS,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
TORNTPHARM,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
TRENT,con,C_FB,Macroeconomic factors and market volatility remain standard business risks,65
